source,Variation,location,description,attributes_associated_gene,gene_id,transcript_id,protein_id,mapped_to_accession,attributes_p_value,var_class,most_severe_consequence,consequence_terms,assembly_name,MAF,protein_start,protein_end,amino_acids,evidence,clinical_significance,pmid,pop.gnomad_East_Asian,pop.gnomad_African,pop.gnomad,pop.gnomad_Latino,pop.gnomad_Ashkenazi_Jewish,pop.gnomad_Finnish,pop.gnomad_European_Non_Finnish,pop.gnomad_Other,pop.gnomad_South_Asian,protein_length
ClinVar,rs199473076,3:38609950-38609950,Arrhythmia,SCN5A,ENSG00000183873,ENST00000333535,ENSP00000328968,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,240,240,V/M,"Frequency,Cited,Phenotype_or_Disease,TOPMed,gnomAD",uncertain significance,NA,0,0,8.14E-06,5.96E-05,0,0,0,0,0,2016
ClinVar,rs199473076,3:38609950-38609950,Arrhythmia,SCN5A,ENSG00000183873,ENST00000491944,NA,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,Phenotype_or_Disease,TOPMed,gnomAD",uncertain significance,NA,0,0,8.14E-06,5.96E-05,0,0,0,0,0,NA
ClinVar,rs199473387,17:70175952-70175952,Arrhythmia,KCNJ2,ENSG00000123700,ENST00000243457,ENSP00000243457,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,305,305,T/P,"Cited,Phenotype_or_Disease",not provided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427
ClinVar,rs199473387,17:70175952-70175952,Arrhythmia,KCNJ2,ENSG00000123700,ENST00000243457,ENSP00000243457,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,305,305,T/A,"Cited,Phenotype_or_Disease",not provided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,NA,9,9,L/L,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,186
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,synonymous_variant,3_prime_UTR_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,295
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,300
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000578849,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,NA
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579192,ENSP00000462395,HP:0011675,NA,SNP,synonymous_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,295
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000580777,NA,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,NA
ClinVar,rs200305092,17:8288815-8288815,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,synonymous_variant,"intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001669,2.98E-05,0.0001018,8.97E-05,0.0002157,0.0007307,0.0002925,NA
ClinVar,rs200765866,4:113354794-113354794,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,2.00E-04,2026,2026,T/M,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0001308,0.0006758,0.0002681,0.0003055,0.0009425,0.0007824,0.0001828,0.001398,3924
ClinVar,rs200765866,4:113354794-113354794,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0001308,0.0006758,0.0002681,0.0003055,0.0009425,0.0007824,0.0001828,0.001398,1872
ClinVar,rs200765866,4:113354794-113354794,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0001308,0.0006758,0.0002681,0.0003055,0.0009425,0.0007824,0.0001828,0.001398,1611
ClinVar,rs200765866,4:113354794-113354794,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0001308,0.0006758,0.0002681,0.0003055,0.0009425,0.0007824,0.0001828,0.001398,1028
ClinVar,rs200765866,4:113354794-113354794,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0001308,0.0006758,0.0002681,0.0003055,0.0009425,0.0007824,0.0001828,0.001398,NA
ClinVar,rs201071074,4:113353120-113353120,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,2.00E-04,1468,1468,P/L,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,2.04E-05,0,0,0,3.60E-05,0,3.25E-05,3924
ClinVar,rs201071074,4:113353120-113353120,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,2.04E-05,0,0,0,3.60E-05,0,3.25E-05,1872
ClinVar,rs201071074,4:113353120-113353120,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,2.04E-05,0,0,0,3.60E-05,0,3.25E-05,1028
ClinVar,rs201071074,4:113353120-113353120,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,2.04E-05,0,0,0,3.60E-05,0,3.25E-05,NA
ClinVar,rs201071074,4:113353120-113353120,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000512298,NA,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,2.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,2.04E-05,0,0,0,3.60E-05,0,3.25E-05,NA
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,145,145,P/L,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,186
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,295
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,300
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000580434,ENSP00000462310,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,118
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000580777,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,NA
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,NA
ClinVar,rs201882524,17:8289585-8289585,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000585311,ENSP00000464191,HP:0011675,NA,SNP,missense_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,0.0001343,0,0,4.49E-05,0.0002605,0,0,291
ClinVar,rs2230407,17:41767421-41767421,Cardiac arrhythmia,JUP,ENSG00000173801,ENST00000310706,ENSP00000311113,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0148,289,289,T/T,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed",benign,NA,0.0005218,0.05325,0.003599,0.001221,0,0,0.0001075,0.001459,3.25E-05,745
ClinVar,rs2230407,17:41767421-41767421,Cardiac arrhythmia,JUP,ENSG00000173801,ENST00000420370,ENSP00000411449,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.0148,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed",benign,NA,0.0005218,0.05325,0.003599,0.001221,0,0,0.0001075,0.001459,3.25E-05,276
ClinVar,rs2230407,17:41767421-41767421,Cardiac arrhythmia,JUP,ENSG00000173801,ENST00000585793,NA,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,0.0148,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed",benign,NA,0.0005218,0.05325,0.003599,0.001221,0,0,0.0001075,0.001459,3.25E-05,NA
ClinVar,rs2293324,4:113373152-113373152,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.3133,3858,3858,H/H,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1388,0.6546,0.1876,0.177,0.2044,0.1213,0.1561,0.2092,0.1473,3924
ClinVar,rs2293324,4:113373152-113373152,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000506344,ENSP00000422888,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,0.3133,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1388,0.6546,0.1876,0.177,0.2044,0.1213,0.1561,0.2092,0.1473,197
ClinVar,rs2293324,4:113373152-113373152,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,synonymous_variant,3_prime_UTR_variant,GRCh38,0.3133,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1388,0.6546,0.1876,0.177,0.2044,0.1213,0.1561,0.2092,0.1473,180
ClinVar,rs267598155,1:169130013-169130013,Cardiac arrhythmia,"NME7,ATP1B1",ENSG00000143156,ENST00000367811,ENSP00000356785,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,Phenotype_or_Disease,uncertain significance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376
ClinVar,rs267598155,1:169130013-169130013,Cardiac arrhythmia,"NME7,ATP1B1",ENSG00000143153,ENST00000367815,ENSP00000356789,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,191,191,P/S,Phenotype_or_Disease,uncertain significance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0921,2336,2336,V/A,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,3924
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0921,2336,2336,V/A,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,3924
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0921,2336,2336,V/G,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,3924
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0921,2336,2336,V/G,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,3924
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,1872
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,1872
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,1611
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,1611
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,1028
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,1028
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,NA
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,NA
ClinVar,rs28377576,4:113355724-113355724,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,5_prime_UTR_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,180
ClinVar,rs28377576,4:113355724-113355724,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,5_prime_UTR_variant,GRCh38,0.0921,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004066,0.181,0.09432,0.06243,0.1216,0.1059,0.1166,0.1221,0.03626,180
ClinVar,rs28730716,1:115726998-115726998,Cardiac arrhythmia,CASQ2,ENSG00000118729,ENST00000261448,ENSP00000261448,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0284,244,244,H/R,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.08646,0.006101,0.004355,0,0,0.000117,0.00367,9.81E-05,399
ClinVar,rs28730716,1:115726998-115726998,Cardiac arrhythmia,CASQ2,ENSG00000118729,ENST00000488931,NA,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.0284,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.08646,0.006101,0.004355,0,0,0.000117,0.00367,9.81E-05,NA
ClinVar,rs29372,4:113282853-113282853,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,687,687,N/S,"Frequency,HapMap,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0001961,4.47E-05,0,0,0,6.28E-05,0.0001829,0,3924
ClinVar,rs33966911,4:113354087-113354087,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0389,1790,1790,P/P,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004061,0.01588,0.07949,0.05329,0.118,0.1034,0.1123,0.111,0.03031,3924
ClinVar,rs33966911,4:113354087-113354087,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,synonymous_variant,intron_variant,GRCh38,0.0389,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004061,0.01588,0.07949,0.05329,0.118,0.1034,0.1123,0.111,0.03031,1872
ClinVar,rs33966911,4:113354087-113354087,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.0389,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004061,0.01588,0.07949,0.05329,0.118,0.1034,0.1123,0.111,0.03031,1611
ClinVar,rs33966911,4:113354087-113354087,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,0.0389,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004061,0.01588,0.07949,0.05329,0.118,0.1034,0.1123,0.111,0.03031,1028
ClinVar,rs33966911,4:113354087-113354087,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,synonymous_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.0389,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004061,0.01588,0.07949,0.05329,0.118,0.1034,0.1123,0.111,0.03031,NA
ClinVar,rs34150427,11:2847914-2847914,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000053918,ENST00000155840,ENSP00000155840,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0074,648,648,V/I,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.02346,0.001435,0.0007106,0,0,5.42E-05,0.0007082,0.0001192,676
ClinVar,rs34150427,11:2847914-2847914,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000229414,ENST00000440887,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.0074,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.02346,0.001435,0.0007106,0,0,5.42E-05,0.0007082,0.0001192,NA
ClinVar,rs34150427,11:2847914-2847914,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000282076,ENST00000633370,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,0.0074,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.02346,0.001435,0.0007106,0,0,5.42E-05,0.0007082,0.0001192,NA
ClinVar,rs34270799,4:113358518-113358518,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,stop_gained,missense_variant,GRCh38,0.01,3267,3267,S/R,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004645,0.004392,0.01929,0.01258,0.01848,0.02971,0.02713,0.02054,0.008842,3924
ClinVar,rs34270799,4:113358518-113358518,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,stop_gained,intron_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004645,0.004392,0.01929,0.01258,0.01848,0.02971,0.02713,0.02054,0.008842,1872
